순위,관광지명,주소,분류,외지인 검색 수
57,신구스포츠센터,서울 강남구 압구정로18길 28-0,기타레저스포츠,7748
58,롯데시네마브로드웨이,서울 강남구 도산대로 118-0,공연시설,7653
59,호텔더디자이너스리즈강남프리미어,서울 강남구 봉은사로 113-0,호텔,7637
60,포레힐호텔,서울 강남구 학동로 117-0,호텔,7408
61,파르나스몰,서울 강남구 테헤란로 521-0,쇼핑몰,7243
62,롯데면세점코엑스점,서울 강남구 테헤란로87길 58-0,면세점,7179
63,코엑스동측광장,서울 강남구 영동대로 513-0,도시공원,7165
64,예림당아트홀,서울 강남구 언주로 337-0,공연시설,6974
65,호텔데님,서울 강남구 논현로 66-0,호텔,6419
66,신한아트홀,서울 강남구 역삼로 251-0,공연시설,6378
67,힐탑관광호텔,서울 강남구 논현로 647-0,호텔,6341
68,현대모터스튜디오서울,서울 강남구 언주로 738-0,전시시설,6217
69,라까사호텔,서울 강남구 도산대로1길 83-0,호텔,6213
70,대치유수지체육공원,서울 강남구 역삼로107길 20-30,도시공원,6116
71,역삼청소년수련관,서울 강남구 논현로64길 7-0,육상레저스포츠,6049
72,K현대미술관,서울 강남구 선릉로 807-0,전시시설,5829
73,호텔인나인,서울 강남구 영동대로 618-0,호텔,5802
74,다이소대치본점,서울 강남구 도곡로 435-0,기타쇼핑시설,5631
75,엔트라호텔,서울 강남구 도산대로 508-0,호텔,5480
76,호텔페이토삼성,서울 강남구 테헤란로87길 9-0,호텔,5445
77,호텔유리앤,서울 강남구 삼성로96길 20-0,호텔,5409
78,한국문화의집,서울 강남구 테헤란로92길 12-9,공연시설,5330
79,식물관PH,서울 강남구 광평로34길 24-0,기타문화관광지,5322
80,코엑스아트홀,서울 강남구 영동대로 511-0,공연시설,5183
81,영동호텔공사중(2022년완공예정),서울 강남구 도산대로 144-0,호텔,5074
82,마루공원,서울 강남구,도시공원,5048
83,광림아트센터장천홀,서울 강남구 압구정로22길 21-0,공연시설,4951
84,코엑스아티움,서울 강남구 영동대로 513-0,공연시설,4828
85,리치웰호텔,서울 강남구 테헤란로37길 13-10,호텔,4730
86,써밋갤러리,서울 강남구 영동대로 337-0,기타문화관광지,4704
87,CGV압구정신관,서울 강남구 압구정로30길 45-0,공연시설,4683
88,강남패밀리호텔,서울 강남구 봉은사로 143-0,호텔,4587
89,힐스테이트갤러리,서울 강남구 남부순환로 2641-0,전시시설,4504
90,파티오세븐,서울 강남구 논현로 736-0,호텔,4495
91,SAC아트홀,서울 강남구 삼성로 534-0,공연시설,4393
92,그랜드컨퍼런스룸코엑스,서울 강남구 영동대로 513-0,공연시설,4338
93,아이코스스토어가로수길점,서울 강남구 압구정로10길 27-0,기타쇼핑시설,4193
94,기아360,서울 강남구 압구정로 417-0,기타문화관광지,4157
95,호텔더디자이너스삼성점,서울 강남구 테헤란로79길 7-0,호텔,4073
96,도미인프리미엄서울가로수길,서울 강남구 도산대로 119-0,호텔,4012
97,논현동가구거리,서울 강남구,기타쇼핑시설,3778
98,프린세스호텔,서울 강남구 압구정로46길 17-0,호텔,3638
99,일지아트홀,서울 강남구 선릉로 806-0,공연시설,3630
100,호텔크레센도서울,서울 강남구 봉은사로 428-0,호텔,3614
